5.00000000	1.52470072
6.00000000	1.28076186
7.00000000	1.10648560
8.00000000	0.97574917
9.00000000	0.87403989
10.00000000	0.79265013
11.00000000	0.72603867
12.00000000	0.67051134
13.00000000	0.62351063
14.00000000	0.58320972
15.00000000	0.54826896
16.00000000	0.51768358
17.00000000	0.49068523
18.00000000	0.46667629
19.00000000	0.44518496
20.00000000	0.42583378
21.00000000	0.40831719
22.00000000	0.39238518
23.00000000	0.37783122
24.00000000	0.36448319
25.00000000	0.35219651
26.00000000	0.34084883
27.00000000	0.33033594
28.00000000	0.32056849
29.00000000	0.31146948
30.00000000	0.30297216
31.00000000	0.29501838
32.00000000	0.28755727
33.00000000	0.28054412
34.00000000	0.27393948
35.00000000	0.26770841
36.00000000	0.26181984
37.00000000	0.25624606
38.00000000	0.25096228
39.00000000	0.24594625
40.00000000	0.24117794
41.00000000	0.23663928
42.00000000	0.23231392
43.00000000	0.22818701
44.00000000	0.22424507
45.00000000	0.22047582
46.00000000	0.21686803
47.00000000	0.21341143
48.00000000	0.21009662
49.00000000	0.20691494
50.00000000	0.20385844
51.00000000	0.20091979
52.00000000	0.19809222
53.00000000	0.19536948
54.00000000	0.19274577
55.00000000	0.19021571
56.00000000	0.18777431
57.00000000	0.18541694
58.00000000	0.18313928
59.00000000	0.18093728
60.00000000	0.17880719
61.00000000	0.17674550
62.00000000	0.17474892
63.00000000	0.17281436
64.00000000	0.17093895
65.00000000	0.16911996
66.00000000	0.16735485
67.00000000	0.16564123
68.00000000	0.16397684
69.00000000	0.16235955
70.00000000	0.16078738
71.00000000	0.15925841
72.00000000	0.15777087
73.00000000	0.15632307
74.00000000	0.15491341
75.00000000	0.15354038
76.00000000	0.15220255
77.00000000	0.15089855
78.00000000	0.14962710
79.00000000	0.14838697
80.00000000	0.14717701
81.00000000	0.14599609
82.00000000	0.14484318
83.00000000	0.14371727
84.00000000	0.14261740
85.00000000	0.14154267
86.00000000	0.14049221
87.00000000	0.13946518
88.00000000	0.13846081
89.00000000	0.13747833
90.00000000	0.13651703
91.00000000	0.13557621
92.00000000	0.13465521
93.00000000	0.13375340
94.00000000	0.13287018
95.00000000	0.13200497
96.00000000	0.13115721
97.00000000	0.13032637
98.00000000	0.12951193
99.00000000	0.12871341
100.00000000	0.12793034
101.00000000	0.12716226
102.00000000	0.12640873
103.00000000	0.12566935
104.00000000	0.12494370
105.00000000	0.12423140
106.00000000	0.12353208
107.00000000	0.12284538
108.00000000	0.12217095
109.00000000	0.12150846
110.00000000	0.12085760
111.00000000	0.12021804
112.00000000	0.11958950
113.00000000	0.11897168
114.00000000	0.11836430
115.00000000	0.11776711
116.00000000	0.11717983
117.00000000	0.11660223
118.00000000	0.11603405
119.00000000	0.11547506
120.00000000	0.11492504
121.00000000	0.11438377
122.00000000	0.11385104
123.00000000	0.11332664
124.00000000	0.11281037
125.00000000	0.11230205
126.00000000	0.11180148
127.00000000	0.11130850
128.00000000	0.11082291
129.00000000	0.11034455
130.00000000	0.10987327
131.00000000	0.10940890
132.00000000	0.10895128
133.00000000	0.10850027
134.00000000	0.10805572
135.00000000	0.10761749
136.00000000	0.10718545
137.00000000	0.10675945
138.00000000	0.10633938
139.00000000	0.10592511
140.00000000	0.10551651
141.00000000	0.10511346
142.00000000	0.10471586
143.00000000	0.10432359
144.00000000	0.10393654
145.00000000	0.10355461
146.00000000	0.10317768
147.00000000	0.10280567
148.00000000	0.10243847
149.00000000	0.10207600
150.00000000	0.10171814
151.00000000	0.10136483
152.00000000	0.10101597
153.00000000	0.10067147
154.00000000	0.10033125
155.00000000	0.09999523
156.00000000	0.09966333
157.00000000	0.09933548
158.00000000	0.09901159
159.00000000	0.09869160
160.00000000	0.09837543
161.00000000	0.09806302
162.00000000	0.09775429
163.00000000	0.09744919
164.00000000	0.09714764
165.00000000	0.09684958
166.00000000	0.09655495
167.00000000	0.09626370
168.00000000	0.09597575
169.00000000	0.09569106
170.00000000	0.09540957
171.00000000	0.09513122
172.00000000	0.09485596
173.00000000	0.09458374
174.00000000	0.09431450
175.00000000	0.09404820
176.00000000	0.09378479
177.00000000	0.09352422
178.00000000	0.09326644
179.00000000	0.09301141
180.00000000	0.09275908
181.00000000	0.09250942
182.00000000	0.09226236
183.00000000	0.09201789
184.00000000	0.09177594
185.00000000	0.09153649
186.00000000	0.09129949
187.00000000	0.09106491
188.00000000	0.09083271
189.00000000	0.09060285
190.00000000	0.09037530
191.00000000	0.09015001
192.00000000	0.08992697
193.00000000	0.08970612
194.00000000	0.08948744
195.00000000	0.08927090
196.00000000	0.08905646
197.00000000	0.08884410
198.00000000	0.08863378
199.00000000	0.08842547
200.00000000	0.08821915
201.00000000	0.08801478
202.00000000	0.08781233
203.00000000	0.08761179
204.00000000	0.08741312
205.00000000	0.08721629
206.00000000	0.08702128
207.00000000	0.08682806
208.00000000	0.08663661
209.00000000	0.08644690
210.00000000	0.08625892
211.00000000	0.08607262
212.00000000	0.08588800
213.00000000	0.08570503
214.00000000	0.08552369
215.00000000	0.08534395
216.00000000	0.08516579
217.00000000	0.08498920
218.00000000	0.08481414
219.00000000	0.08464061
220.00000000	0.08446857
221.00000000	0.08429802
222.00000000	0.08412892
223.00000000	0.08396127
224.00000000	0.08379504
225.00000000	0.08363022
226.00000000	0.08346678
227.00000000	0.08330471
228.00000000	0.08314399
229.00000000	0.08298461
230.00000000	0.08282654
231.00000000	0.08266977
